date;value;topic;variable_short;variable_long;location;unit;source;update;public;description
22.01.2018;24.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
23.01.2018;11.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
24.01.2018;8.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
25.01.2018;9.8;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
26.01.2018;11.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
27.01.2018;14.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
28.01.2018;1.2;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
29.01.2018;31.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
30.01.2018;15.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
31.01.2018;10.8;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
01.02.2018;10.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
02.02.2018;12.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
03.02.2018;15.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
04.02.2018;1.2;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
05.02.2018;28.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
06.02.2018;16.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
07.02.2018;10.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
08.02.2018;12;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
09.02.2018;11.8;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
10.02.2018;14.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
11.02.2018;1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
12.02.2018;26.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
13.02.2018;17.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
14.02.2018;11.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
15.02.2018;11.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
16.02.2018;11.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
17.02.2018;14.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
18.02.2018;1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
19.02.2018;26.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
20.02.2018;14.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
21.02.2018;10.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
22.02.2018;10.5;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
23.02.2018;11.2;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
24.02.2018;15.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
25.02.2018;1.2;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
26.02.2018;30.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
27.02.2018;13.8;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
28.02.2018;12;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
01.03.2018;10.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
02.03.2018;11.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
03.03.2018;14.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
04.03.2018;1.2;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
05.03.2018;27.5;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
06.03.2018;15.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
07.03.2018;10.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
08.03.2018;11.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
09.03.2018;11.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
10.03.2018;14.2;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
11.03.2018;1.2;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
12.03.2018;26.5;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
13.03.2018;14.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
14.03.2018;10.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
15.03.2018;9.8;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
16.03.2018;10.5;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
17.03.2018;13.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
18.03.2018;1.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
19.03.2018;25.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
20.03.2018;15.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
21.03.2018;9.8;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
22.03.2018;9.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
23.03.2018;10.5;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
24.03.2018;14.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
26.03.2018;31;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
27.03.2018;17.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
28.03.2018;13;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
29.03.2018;14.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
30.03.2018;16.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
31.03.2018;21.2;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
01.04.2018;2.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
02.04.2018;34.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
03.04.2018;27.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
04.04.2018;27.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
05.04.2018;19.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
06.04.2018;18.5;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
07.04.2018;19.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
08.04.2018;1.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
09.04.2018;33.5;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
10.04.2018;19.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
11.04.2018;16.2;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
12.04.2018;15.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
13.04.2018;14.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
14.04.2018;17.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
15.04.2018;1.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
16.04.2018;33.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
17.04.2018;18.9;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
18.04.2018;13.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
19.04.2018;13.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
20.04.2018;14.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
21.04.2018;17.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
22.04.2018;1.3;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
23.04.2018;31;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
24.04.2018;18;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
25.04.2018;12;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
26.04.2018;15.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
27.04.2018;18;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
28.04.2018;21.1;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
29.04.2018;1.7;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
30.04.2018;39.5;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
01.05.2018;21.8;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
02.05.2018;12.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
03.05.2018;19.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
04.05.2018;17.4;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
05.05.2018;18.6;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
06.05.2018;1.5;Wirtschaft;debiteinsatz_ausland;Debitkarteneinsatz Ausland;Ausland;Mio. Fr.;SIX BBS AG;w̦chentlich;ja;https://github.com/statistikZH/covid19monitoring_economy_SIX
