"date","ch.ozd.e.wa.index.re.d11","ch.ozd.i.wa.index.re.d11","ch.ozd.e.total.index.re.d11","ch.ozd.i.total.index.re.d11","ch.cpa.e.real.index.sa.2012","ch.cpa.i.real.index.sa.2012"
"2019-09-01",239.918169150924,200.409691882975,298.966760512379,261.269109826161,104.606854314008,112.996394714368
"2019-10-01",231.228292962629,198.967937784652,288.793568961497,253.944606670339,102.025108533514,110.286530488193
"2019-11-01",227.638953501053,191.934371064331,278.873929611255,244.042146943411,99.6757379827635,107.462479398336
"2019-12-01",223.394161422674,190.250690367119,275.534617382272,234.106298653417,101.26845987794,108.845031811798
"2020-01-01",234.6365607367,189.463088159023,274.058893897084,240.277051124594,103.289076009063,101.635017105025
"2020-02-01",226.709866708328,188.226271718999,268.15734891717,233.043645303201,102.506382301332,106.779510396515
"2020-03-01",224.619300042002,183.842971474774,267.466742459212,225.139012296146,96.8533610314829,99.3553226586155
"2020-04-01",192.6983251656,142.661699256749,269.301492934388,260.310934946079,86.0870136732452,80.9928712860395
"2020-05-01",186.107088631792,163.044209836861,269.748938710412,260.147619536272,82.4685308812209,89.2808120602525
"2020-06-01",196.899143465545,169.042188050837,268.744461921373,233.082028146223,90.3223230588148,94.4175768415356
"2020-07-01",211.201797761119,179.135210567668,276.123738926565,259.831517694002,95.62722637636,97.2349539302023
"2020-08-01",223.333888126974,180.973724652293,284.741225536873,292.575388514121,96.298952794178,96.5731597935138
"2020-09-01",208.532787305454,179.674069715006,278.875073207439,258.10200484794,93.9395994545823,100.586876735236
"2020-10-01",215.294755191454,177.637582975737,274.826014216657,241.287944331784,95.9540194367826,101.594386072098
"2020-11-01",229.081321090044,186.792580977799,276.868504270922,247.085043658201,102.182553629438,102.063626058982
"2020-12-01",217.916561587618,173.810327375814,275.536828664949,234.904733458849,93.6707881892377,89.1451090228545
"2021-01-01",231.25192142794,181.81841347553,280.830581584277,232.43236713465,103.212845845474,95.7507704665241
"2021-02-01",221.728845780705,180.602141521858,292.134879106602,247.915772302062,98.7881030247578,96.0752891808796
"2021-03-01",244.186486350549,186.055371678133,306.95505354975,283.120511579905,109.601072091853,97.7987960569912
"2021-04-01",244.732558575762,196.875550644544,313.403532649938,279.257329220281,103.38245554696,104.983218251249
"2021-05-01",241.946948193837,194.775845880131,311.922128653091,261.503902136769,108.515019695496,99.3783675949466
"2021-06-01",242.118794446954,191.35643978052,315.313270070284,265.207964349166,100.616256242163,96.1580413534195
